name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified
Colwill,DEF,Chelsea,2.8,0,1,24,1,13.6,197,0.11,0.21,0.1,0.86,206,0,0,5.1,27.2,2024-01-13T12:30:00Z,90,10,0,0,0,0,21,0,741541,1,0,1,10.0,7,-52623,37189,89812,47,True,0,21,,,,,,,,
Pablo,MID,West Ham,2.2,0,0,9,0,13.6,534,0.03,0.03,0.0,2.23,210,2,0,3.3,15.4,2024-01-21T14:00:00Z,90,17,0,0,0,0,21,0,5606,1,2,2,4.0,2,256,653,397,46,False,0,21,,,,,,,,
Ba,FWD,Luton,2.8,0,0,5,0,22.3,314,0.06,0.06,0.0,0.99,205,1,0,3.7,6.6,2024-01-12T19:45:00Z,90,6,0,0,0,0,21,0,122759,1,1,1,8.0,2,11457,34516,23059,48,False,0,21,,,,,,,,
Henry,DEF,Brentford,0.0,0,0,0,0,0.0,103,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2024-01-20T17:30:00Z,0,16,0,0,0,0,21,0,94168,0,2,3,0.0,0,-3820,24,3844,43,True,0,21,,,,,,,,
Bobb,MID,Liverpool,0.8,0,0,1,0,0.3,627,0.0,0.0,0.0,0.95,202,0,0,0.5,2.2,2024-01-21T16:30:00Z,7,3,0,0,0,0,21,0,2034,0,4,0,2.0,1,-40,33,73,44,False,0,21,,,,,,,,
Green,DEF,Bournemouth,-0.5,0,0,0,0,0.0,619,0.0,0.0,0.0,0.0,202,0,0,0.0,0.0,2024-01-21T16:30:00Z,0,11,0,0,0,0,21,0,18117,0,4,0,0.0,0,-577,405,982,40,True,0,21,,,,,,,,
Willock,MID,Newcastle,0.0,0,0,0,0,0.0,432,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2024-01-13T17:30:00Z,0,13,0,0,0,0,21,0,8826,0,3,2,0.0,0,-199,23,222,53,True,0,21,,,,,,,,
Mainoo,MID,Man Utd,1.7,0,0,9,0,2.5,388,0.01,0.01,0.0,1.36,208,2,0,1.2,9.0,2024-01-14T16:30:00Z,90,18,0,0,0,0,21,0,16814,1,2,2,0.0,2,-875,3031,3906,44,True,0,21,,,,,,,,
Calvert-Lewin,FWD,Everton,1.7,0,0,0,1,0.4,246,0.0,0.66,0.66,0.42,207,0,0,2.7,3.4,2024-01-14T14:00:00Z,62,2,0,0,0,0,21,0,101413,1,0,0,23.0,2,-16694,7254,23948,58,True,0,21,,,,,,,,
Gabriel,DEF,Luton,0.8,0,0,22,0,1.3,330,0.01,0.01,0.0,0.99,205,1,0,1.9,17.8,2024-01-12T19:45:00Z,90,6,0,0,0,0,21,0,4085,1,1,1,0.0,2,421,1231,810,44,False,0,21,,,,,,,,
João Pedro,FWD,Brighton,6.7,0,0,11,1,10.5,135,0.11,0.47,0.36,1.38,204,0,0,8.1,11.6,2024-01-22T19:45:00Z,90,20,0,0,0,0,21,0,1434951,1,0,0,59.0,2,288188,419002,130814,54,True,0,21,,,,,,,,
Angel,GK,Brentford,0.0,0,0,0,0,0.0,752,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2024-01-20T17:30:00Z,0,16,0,0,0,0,21,0,648,0,2,3,0.0,0,-10,80,90,40,True,0,21,,,,,,,,
Richards,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,461,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2024-01-20T17:30:00Z,0,4,0,0,0,0,21,0,1994,0,2,3,0.0,0,-14,0,14,44,False,0,21,,,,,,,,
Ndiaye,FWD,Sheffield Utd,0.0,0,0,0,0,0.0,486,0.0,0.0,0.0,0.0,210,0,0,0.0,0.0,2024-01-21T14:00:00Z,0,19,0,0,0,0,21,0,975,0,2,2,0.0,0,-2,0,2,55,True,0,21,,,,,,,,
Rodon,DEF,Spurs,0.0,0,0,0,0,0.0,510,0.0,0.0,0.0,0.0,208,0,0,0.0,0.0,2024-01-14T16:30:00Z,0,14,0,0,0,0,21,0,6269,0,2,2,0.0,0,-193,0,193,40,False,0,21,,,,,,,,
Jordan,MID,Crystal Palace,0.0,0,0,0,0,0.0,221,0.0,0.0,0.0,0.0,201,0,0,0.0,0.0,2024-01-20T12:30:00Z,0,1,0,0,0,0,21,0,32446,0,0,5,0.0,0,-8470,739,9209,54,False,0,21,,,,,,,,
Ba,FWD,West Ham,1.2,0,0,3,0,0.4,538,0.0,0.0,0.0,0.79,210,1,0,0.1,0.2,2024-01-21T14:00:00Z,1,17,0,0,0,0,21,0,510859,0,2,2,0.0,1,-65424,15401,80825,42,False,0,21,,,,,,,,
Hill,DEF,Liverpool,0.0,0,0,0,0,0.0,306,0.0,0.0,0.0,0.0,202,0,0,0.0,0.0,2024-01-21T16:30:00Z,0,3,0,0,0,0,21,0,10617,0,4,0,0.0,0,-246,0,246,40,False,0,21,,,,,,,,
Szoboszlai,MID,Liverpool,1.1,0,0,0,0,0.0,309,0.0,0.0,0.0,0.0,202,0,0,0.0,0.0,2024-01-21T16:30:00Z,0,3,0,0,0,0,21,0,503190,0,4,0,0.0,0,-78846,12961,91807,71,False,0,21,,,,,,,,
Jordan,MID,Luton,0.2,0,0,7,0,1.7,320,0.02,0.14,0.12,0.93,205,1,0,1.1,0.0,2024-01-12T19:45:00Z,73,6,0,0,0,0,21,0,608,1,1,1,10.0,2,-6,37,43,48,False,0,21,,,,,,,,
Campbell,DEF,Everton,0.0,0,0,0,0,0.0,761,0.0,0.0,0.0,0.0,207,0,0,0.0,0.0,2024-01-14T14:00:00Z,0,2,0,0,0,0,21,0,826,0,0,0,0.0,0,97,185,88,40,True,0,21,,,,,,,,
Mount,MID,Man Utd,0.0,0,0,0,0,0.0,209,0.0,0.0,0.0,0.0,208,0,0,0.0,0.0,2024-01-14T16:30:00Z,0,18,0,0,0,0,21,0,85674,0,2,2,0.0,0,-1038,119,1157,68,True,0,21,,,,,,,,
Balcombe,GK,Brentford,0.0,0,0,0,0,0.0,91,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2024-01-20T17:30:00Z,0,16,0,0,0,0,21,0,21249,0,2,3,0.0,0,-610,300,910,39,True,0,21,,,,,,,,
Brooks,MID,Bournemouth,1.5,0,0,6,0,18.5,64,0.05,0.56,0.51,0.65,202,3,0,3.3,6.0,2024-01-21T16:30:00Z,21,11,0,0,0,0,21,0,6566,0,4,0,8.0,1,-251,96,347,47,True,0,21,,,,,,,,
Groß,MID,Brighton,2.7,0,0,17,1,69.8,134,0.71,0.71,0.0,1.38,204,0,0,9.2,17.8,2024-01-22T19:45:00Z,90,20,0,0,0,0,21,0,704604,1,0,0,4.0,3,315905,389171,73266,65,True,0,21,,,,,,,,
McGinn,MID,Aston Villa,3.7,0,0,4,1,6.9,50,0.23,0.35,0.12,1.09,207,0,0,2.1,7.6,2024-01-14T14:00:00Z,88,9,0,0,0,0,21,0,201531,1,0,0,6.0,3,-17598,20064,37662,56,False,0,21,,,,,,,,
Rice,MID,Liverpool,0.5,0,0,0,0,0.0,743,0.0,0.0,0.0,0.0,202,0,0,0.0,0.0,2024-01-21T16:30:00Z,0,3,0,0,0,0,21,0,132,0,4,0,0.0,0,-1,16,17,45,False,0,21,,,,,,,,
Son,FWD,Newcastle,-0.5,0,0,0,0,0.0,739,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2024-01-13T17:30:00Z,0,13,0,0,0,0,21,0,2321,0,3,2,0.0,0,-158,193,351,45,True,0,21,,,,,,,,
Wissa,FWD,Brentford,0.0,0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2024-01-20T17:30:00Z,0,16,0,0,0,0,21,0,528474,0,2,3,0.0,0,-136395,983,137378,57,True,0,21,,,,,,,,
Nelson,MID,Arsenal,0.8,0,0,0,0,0.0,578,0.0,0.0,0.0,0.0,201,0,0,0.0,0.0,2024-01-20T12:30:00Z,0,8,0,0,0,0,21,0,4101,0,0,5,0.0,0,-60,84,144,48,True,0,21,,,,,,,,
Sangaré,MID,Nott'm Forest,0.0,0,0,0,0,0.0,713,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2024-01-20T17:30:00Z,0,4,0,0,0,0,21,0,1009,0,2,3,0.0,0,-62,14,76,49,False,0,21,,,,,,,,
Hill,DEF,Bournemouth,0.0,0,0,10,0,0.4,69,0.0,0.0,0.0,0.96,202,1,0,2.3,22.2,2024-01-21T16:30:00Z,54,11,0,0,0,0,21,0,11487,1,4,0,0.0,1,-451,0,451,40,True,0,21,,,,,,,,
Scherpen,GK,Brighton,0.0,0,0,0,0,0.0,147,0.0,0.0,0.0,0.0,204,0,0,0.0,0.0,2024-01-22T19:45:00Z,0,20,0,0,0,0,21,0,73,0,0,0,0.0,0,0,0,0,40,True,0,21,,,,,,,,
Schade,MID,Brentford,0.0,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2024-01-20T17:30:00Z,0,16,0,0,0,0,21,0,5581,0,2,3,0.0,0,-102,19,121,53,True,0,21,,,,,,,,
Pau,DEF,Newcastle,-0.5,0,0,0,0,0.0,581,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2024-01-13T17:30:00Z,0,13,0,0,0,0,21,0,36579,0,3,2,0.0,0,-2262,482,2744,39,True,0,21,,,,,,,,
Botman,DEF,Newcastle,2.2,0,0,17,0,0.2,405,0.0,0.0,0.0,2.84,209,3,0,2.0,19.6,2024-01-13T17:30:00Z,90,13,0,0,0,0,21,0,579511,1,3,2,0.0,1,14930,39907,24977,45,True,0,21,,,,,,,,
Diop,DEF,Fulham,1.0,0,0,15,0,0.4,271,0.1,0.1,0.0,2.19,206,1,0,2.0,17.6,2024-01-13T12:30:00Z,90,7,0,0,0,0,21,0,45727,1,0,1,2.0,2,-409,502,911,44,False,0,21,,,,,,,,
Ramsdale,GK,Arsenal,0.5,0,0,0,0,0.0,17,0.0,0.0,0.0,0.0,201,0,0,0.0,0.0,2024-01-20T12:30:00Z,0,8,0,0,0,0,21,0,647121,0,0,5,0.0,0,-15479,2255,17734,46,True,0,21,,,,,,,,
Tosin,DEF,Fulham,1.7,0,0,15,0,0.6,286,0.01,0.02,0.01,2.19,206,1,0,4.2,29.8,2024-01-13T12:30:00Z,90,7,0,0,0,0,21,0,25057,1,0,1,12.0,2,-149,4932,5081,43,False,0,21,,,,,,,,
Edozie,FWD,Luton,0.8,0,0,20,0,45.6,328,0.2,0.45,0.25,0.99,205,1,0,14.0,28.0,2024-01-12T19:45:00Z,90,6,0,0,0,0,21,0,14304,1,1,1,66.0,2,-1191,589,1780,49,False,0,21,,,,,,,,
Elliott,MID,Liverpool,2.5,0,0,17,1,7.7,295,0.06,0.23,0.17,0.36,202,0,0,2.4,9.0,2024-01-21T16:30:00Z,63,3,0,0,0,0,21,0,20154,1,4,0,7.0,3,478,3287,2809,48,False,0,21,,,,,,,,
Robinson,DEF,Sheffield Utd,-0.5,0,0,13,0,0.7,576,0.02,0.02,0.0,2.27,210,2,0,3.7,32.4,2024-01-21T14:00:00Z,90,19,0,0,0,0,21,0,9592,1,2,2,4.0,1,-1120,255,1375,44,True,0,21,,,,,,,,
Son,FWD,Nott'm Forest,1.2,0,0,0,0,0.0,780,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2024-01-20T17:30:00Z,0,4,0,0,0,0,21,0,0,0,2,3,0.0,0,0,0,0,45,False,0,21,,,,,,,,
Gabriel,MID,Arsenal,7.5,0,3,44,0,2.6,12,0.03,0.77,0.74,0.05,201,0,2,12.1,72.8,2024-01-20T12:30:00Z,21,8,0,0,0,0,21,0,571904,0,0,5,46.0,14,-6419,35445,41864,77,True,0,21,,,,,,,,
Bobb,MID,Man City,3.5,0,2,26,0,2.1,345,0.02,0.89,0.87,0.12,209,0,1,8.0,37.2,2024-01-13T17:30:00Z,8,15,0,0,0,0,21,0,5058,0,3,2,41.0,8,-468,355,823,44,False,0,21,,,,,,,,
Sarr,DEF,Chelsea,0.0,0,0,0,0,0.0,214,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2024-01-13T12:30:00Z,0,10,0,0,0,0,21,0,9483,0,0,1,0.0,0,-104,191,295,43,True,0,21,,,,,,,,
Gabriel,MID,Chelsea,0.0,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2024-01-13T12:30:00Z,0,10,0,0,0,0,21,0,314,0,0,1,0.0,0,-3,0,3,50,True,0,21,,,,,,,,
Van de Ven,DEF,Spurs,0.3,0,0,13,0,0.8,639,0.0,0.0,0.0,0.43,208,2,0,1.9,16.6,2024-01-14T16:30:00Z,88,14,0,0,0,0,21,0,123226,1,2,2,2.0,1,4771,14174,9403,44,False,0,21,,,,,,,,
Traoré,MID,Fulham,0.0,0,0,0,0,0.0,662,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2024-01-13T12:30:00Z,0,7,0,0,0,0,21,0,2672,0,0,1,0.0,0,-44,32,76,49,False,0,21,,,,,,,,
Mbeumo,MID,Brentford,0.0,0,0,0,0,0.0,108,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2024-01-20T17:30:00Z,0,16,0,0,0,0,21,0,716315,0,2,3,0.0,0,-63737,554,64291,68,True,0,21,,,,,,,,
Mac Allister,MID,Liverpool,1.8,0,0,19,1,47.4,304,0.04,0.06,0.02,1.39,202,0,0,8.3,34.4,2024-01-21T16:30:00Z,90,3,0,0,0,0,21,0,283375,1,4,0,1.0,3,921,5445,4524,58,False,0,21,,,,,,,,
Ozoh,MID,Crystal Palace,-0.2,0,0,3,0,0.4,721,0.0,0.0,0.0,0.88,201,2,0,0.1,0.8,2024-01-20T12:30:00Z,22,1,0,0,0,0,21,0,505,0,0,5,0.0,1,-30,73,103,45,False,0,21,,,,,,,,
Tielemans,MID,Aston Villa,0.0,0,0,-2,0,2.1,58,0.05,0.05,0.0,0.08,207,0,0,0.1,0.0,2024-01-14T14:00:00Z,26,9,0,0,0,0,21,0,44200,0,0,0,0.0,0,-1599,47,1646,56,False,1,21,,,,,,,,
Zabarnyi,DEF,Bournemouth,2.2,0,0,10,0,0.8,89,0.02,0.02,0.0,1.61,202,4,0,1.6,15.2,2024-01-21T16:30:00Z,90,11,0,0,0,0,21,0,21075,1,4,0,0.0,0,-206,2944,3150,44,True,0,21,,,,,,,,
Hein,GK,Arsenal,0.5,0,0,0,0,0.0,646,0.0,0.0,0.0,0.0,201,0,0,0.0,0.0,2024-01-20T12:30:00Z,0,8,0,0,0,0,21,0,5294,0,0,5,0.0,0,-116,121,237,40,True,0,21,,,,,,,,
Henderson,GK,Crystal Palace,0.2,0,0,6,0,0.0,385,0.0,0.0,0.0,3.31,201,5,0,0.9,9.2,2024-01-20T12:30:00Z,90,1,1,0,0,0,21,2,34770,1,0,5,0.0,-2,-307,5371,5678,44,False,0,21,,,,,,,,
Senesi,DEF,Bournemouth,0.0,0,0,0,0,0.0,83,0.0,0.0,0.0,0.0,202,0,0,0.0,0.0,2024-01-21T16:30:00Z,0,11,0,0,0,0,21,0,349499,0,4,0,0.0,0,-213208,19913,233121,45,True,0,21,,,,,,,,
Xhaka,MID,Arsenal,0.0,0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,201,0,0,0.0,0.0,2024-01-20T12:30:00Z,0,8,0,0,0,0,21,0,980,0,0,5,0.0,0,-7,0,7,60,True,0,21,,,,,,,,
James,GK,Burnley,2.8,0,0,14,0,0.1,596,0.01,0.01,0.0,0.85,205,1,0,2.6,25.6,2024-01-12T19:45:00Z,90,12,0,0,0,0,21,4,121470,1,1,1,0.0,2,10507,19317,8810,45,True,1,21,,,,,,,,
Burn,DEF,Newcastle,1.2,1,0,23,0,20.3,407,0.14,0.14,0.0,2.84,209,3,0,5.8,35.6,2024-01-13T17:30:00Z,90,13,0,0,0,0,21,0,449930,1,3,2,2.0,4,-13090,43387,56477,44,True,0,21,,,,,,,,
Onyango,MID,Everton,0.0,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,207,0,0,0.0,0.0,2024-01-14T14:00:00Z,0,2,0,0,0,0,21,0,1274,0,0,0,0.0,0,-41,21,62,45,True,0,21,,,,,,,,
Amad,MID,Man City,0.5,0,0,0,0,0.0,762,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2024-01-13T17:30:00Z,0,15,0,0,0,0,21,0,79,0,3,2,0.0,0,3,20,17,45,False,0,21,,,,,,,,
Darlow,GK,Newcastle,0.0,0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2024-01-13T17:30:00Z,0,13,0,0,0,0,21,0,766,0,3,2,0.0,0,-16,0,16,40,True,0,21,,,,,,,,
Andersen,DEF,Crystal Palace,0.5,0,0,13,0,1.0,220,0.01,0.02,0.01,3.31,201,5,0,2.7,21.6,2024-01-20T12:30:00Z,90,1,0,0,0,0,21,0,1727029,1,0,5,4.0,0,-127440,50803,178243,49,False,0,21,,,,,,,,
Campbell,MID,Luton,0.0,0,0,0,0,0.0,319,0.0,0.0,0.0,0.0,205,0,0,0.0,0.0,2024-01-12T19:45:00Z,0,6,0,0,0,0,21,0,1390,0,1,1,0.0,0,-13,0,13,49,False,0,21,,,,,,,,
Neto,MID,Wolves,1.0,0,0,11,1,31.1,567,0.12,0.19,0.07,1.25,204,0,0,4.5,4.8,2024-01-22T19:45:00Z,87,5,0,0,0,0,21,0,186990,1,0,0,9.0,3,42301,66186,23885,56,False,0,21,,,,,,,,
Scarlett,FWD,Spurs,0.0,0,0,0,0,0.0,640,0.0,0.0,0.0,0.0,208,0,0,0.0,0.0,2024-01-14T16:30:00Z,0,14,0,0,0,0,21,0,13692,0,2,2,0.0,0,-216,57,273,45,False,0,21,,,,,,,,
Digne,DEF,Aston Villa,0.0,0,0,0,0,0.0,42,0.0,0.0,0.0,0.0,207,0,0,0.0,0.0,2024-01-14T14:00:00Z,0,9,0,0,0,0,21,0,341152,0,0,0,0.0,0,-140325,668,140993,46,False,0,21,,,,,,,,
Enzo,MID,Chelsea,0.8,0,0,17,1,48.0,199,0.35,0.51,0.16,0.86,206,0,0,9.5,29.2,2024-01-13T12:30:00Z,90,10,0,0,0,0,21,0,237204,1,0,1,18.0,2,-9599,2233,11832,48,True,1,21,,,,,,,,
Targett,DEF,Newcastle,0.0,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2024-01-13T17:30:00Z,0,13,0,0,0,0,21,0,9076,0,3,2,0.0,0,-155,49,204,42,True,0,21,,,,,,,,
Gray,MID,Everton,0.0,0,0,0,0,0.0,253,0.0,0.0,0.0,0.0,207,0,0,0.0,0.0,2024-01-14T14:00:00Z,0,2,0,0,0,0,21,0,8000,0,0,0,0.0,0,-90,0,90,53,True,0,21,,,,,,,,
Ortega Moreno,GK,Man City,1.2,0,0,13,0,0.0,361,0.0,0.0,0.0,1.15,209,2,0,2.4,24.4,2024-01-13T17:30:00Z,82,15,0,0,0,0,21,3,82627,0,3,2,0.0,2,-6619,5244,11863,38,False,0,21,,,,,,,,
John,GK,Crystal Palace,-0.2,0,0,0,0,0.0,230,0.0,0.0,0.0,0.0,201,0,0,0.0,0.0,2024-01-20T12:30:00Z,0,1,0,0,0,0,21,0,255802,0,0,5,0.0,0,-42399,446,42845,45,False,0,21,,,,,,,,
Nelson,MID,Luton,-0.5,0,0,0,0,0.0,734,0.0,0.0,0.0,0.0,205,0,0,0.0,0.0,2024-01-12T19:45:00Z,0,6,0,0,0,0,21,0,447,0,1,1,0.0,0,-45,62,107,45,False,0,21,,,,,,,,
Mosquera,DEF,Wolves,1.3,0,0,0,0,0.0,788,0.0,0.0,0.0,0.0,204,0,0,0.0,0.0,2024-01-22T19:45:00Z,0,5,0,0,0,0,21,0,0,0,0,0,0.0,0,0,0,0,40,False,0,21,,,,,,,,
Buendía,MID,Aston Villa,0.0,0,0,0,0,0.0,35,0.0,0.0,0.0,0.0,207,0,0,0.0,0.0,2024-01-14T14:00:00Z,0,9,0,0,0,0,21,0,3956,0,0,0,0.0,0,-25,44,69,57,False,0,21,,,,,,,,
Ba,MID,Luton,0.0,0,0,0,0,0.0,52,0.0,0.0,0.0,0.0,205,0,0,0.0,0.0,2024-01-12T19:45:00Z,0,6,0,0,0,0,21,0,68976,0,1,1,0.0,0,-12944,71,13015,44,False,0,21,,,,,,,,
Collins,DEF,Brentford,0.7,0,0,12,0,1.1,96,0.01,0.01,0.0,1.09,203,2,0,1.7,15.8,2024-01-20T17:30:00Z,90,16,0,0,0,0,21,0,44950,1,2,3,0.0,1,-2568,1512,4080,45,True,0,21,,,,,,,,
Trossard,MID,Arsenal,4.2,0,0,17,1,8.0,26,0.02,1.18,1.16,0.28,201,0,1,7.4,33.4,2024-01-20T12:30:00Z,68,8,0,0,0,0,21,0,176563,1,0,5,33.0,8,-9011,2210,11221,65,True,0,21,,,,,,,,
Antony,MID,Man Utd,1.0,0,0,3,0,0.5,372,0.0,0.0,0.0,0.0,208,0,0,0.1,0.0,2024-01-14T16:30:00Z,2,18,0,0,0,0,21,0,61860,0,2,2,0.0,1,-580,957,1537,68,True,0,21,,,,,,,,
Chalobah,DEF,Chelsea,0.0,0,0,0,0,0.0,194,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2024-01-13T12:30:00Z,0,10,0,0,0,0,21,0,4636,0,0,1,0.0,0,-68,24,92,43,True,0,21,,,,,,,,
Fabianski,GK,West Ham,0.8,0,0,3,0,0.0,533,0.0,0.0,0.0,0.79,210,1,0,0.0,0.0,2024-01-21T14:00:00Z,1,17,0,0,0,0,21,0,138420,0,2,2,0.0,1,-3721,2705,6426,42,False,0,21,,,,,,,,
Nwaneri,MID,Arsenal,0.5,0,0,0,0,0.0,772,0.0,0.0,0.0,0.0,201,0,0,0.0,0.0,2024-01-20T12:30:00Z,0,8,0,0,0,0,21,0,37,0,0,5,0.0,0,10,18,8,45,True,0,21,,,,,,,,
Marsh,FWD,West Ham,1.7,0,0,0,0,0.0,785,0.0,0.0,0.0,0.0,210,0,0,0.0,0.0,2024-01-21T14:00:00Z,0,17,0,0,0,0,21,0,0,0,2,2,0.0,0,0,0,0,45,False,0,21,,,,,,,,
Livramento,DEF,Newcastle,-0.2,0,0,0,0,0.0,633,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2024-01-13T17:30:00Z,0,13,0,0,0,0,21,0,136892,0,3,2,0.0,0,-31969,4370,36339,44,True,0,21,,,,,,,,
Ba,DEF,Fulham,0.0,0,0,0,0,0.0,707,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2024-01-13T12:30:00Z,0,7,0,0,0,0,21,0,3390,0,0,1,0.0,0,-534,66,600,45,False,0,21,,,,,,,,
Adams,MID,Bournemouth,0.0,0,0,0,0,0.0,673,0.0,0.0,0.0,0.0,202,0,0,0.0,0.0,2024-01-21T16:30:00Z,0,11,0,0,0,0,21,0,288,0,4,0,0.0,0,0,20,20,49,True,0,21,,,,,,,,
Trippier,DEF,Newcastle,0.2,0,0,14,0,25.7,430,0.15,0.15,0.0,2.84,209,3,0,5.7,31.2,2024-01-13T17:30:00Z,90,13,0,0,0,0,21,0,4009771,1,3,2,0.0,1,-179069,198363,377432,67,True,0,21,,,,,,,,
Son,MID,Spurs,5.7,0,1,27,0,12.8,509,0.01,0.29,0.28,0.84,208,2,1,11.9,44.0,2024-01-14T16:30:00Z,90,14,0,0,0,0,21,0,1167629,1,2,2,62.0,8,546913,662918,116005,69,False,0,21,,,,,,,,
McAtee,FWD,Luton,0.0,0,0,0,0,0.0,324,0.0,0.0,0.0,0.0,205,0,0,0.0,0.0,2024-01-12T19:45:00Z,0,6,0,0,0,0,21,0,45583,0,1,1,0.0,0,-2539,0,2539,45,False,0,21,,,,,,,,
Bogle,DEF,Sheffield Utd,-0.2,0,0,22,0,23.9,476,0.04,0.04,0.0,2.27,210,2,0,5.3,23.2,2024-01-21T14:00:00Z,90,19,0,0,0,0,21,0,9827,1,2,2,6.0,1,-784,776,1560,45,True,0,21,,,,,,,,
Steele,GK,Brighton,6.3,0,3,31,1,0.0,148,0.0,0.0,0.0,1.38,204,0,0,2.7,27.4,2024-01-22T19:45:00Z,90,20,0,0,0,0,21,3,211891,1,0,0,0.0,10,4503,17606,13103,42,True,0,21,,,,,,,,
Pope,GK,Newcastle,0.0,0,0,0,0,0.0,424,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2024-01-13T17:30:00Z,0,13,0,0,0,0,21,0,594379,0,3,2,0.0,0,-32169,488,32657,53,True,0,21,,,,,,,,
Havertz,MID,Arsenal,2.2,0,0,5,1,2.3,6,0.12,0.12,0.0,0.28,201,0,0,1.2,5.8,2024-01-20T12:30:00Z,68,8,0,0,0,0,21,0,172722,1,0,5,4.0,3,691,7547,6856,71,True,0,21,,,,,,,,
Rashford,MID,Man Utd,6.3,0,0,18,0,1.5,396,0.06,0.17,0.11,1.36,208,2,1,7.6,35.6,2024-01-14T16:30:00Z,87,18,0,0,0,0,21,0,1170405,1,2,2,39.0,7,53356,85357,32001,84,True,0,21,,,,,,,,
O'Brien,MID,Nott'm Forest,0.0,0,0,0,0,0.0,458,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2024-01-20T17:30:00Z,0,4,0,0,0,0,21,0,838,0,2,3,0.0,0,-6,0,6,49,False,0,21,,,,,,,,
Ferguson,FWD,Brighton,2.0,0,0,1,0,1.2,132,0.01,0.03,0.02,0.4,204,0,0,0.6,0.0,2024-01-22T19:45:00Z,25,20,0,0,0,0,21,0,557194,0,0,0,5.0,1,-44715,16601,61316,59,True,0,21,,,,,,,,
McGill,GK,Brighton,0.0,0,0,0,0,0.0,141,0.0,0.0,0.0,0.0,204,0,0,0.0,0.0,2024-01-22T19:45:00Z,0,20,0,0,0,0,21,0,29129,0,0,0,0.0,0,-1058,223,1281,39,True,0,21,,,,,,,,
Bissouma,MID,Spurs,0.0,0,0,0,0,0.0,493,0.0,0.0,0.0,0.0,208,0,0,0.0,0.0,2024-01-14T16:30:00Z,0,14,0,0,0,0,21,0,33981,0,2,2,0.0,0,-1752,45,1797,50,False,0,21,,,,,,,,
Doucouré,MID,Everton,0.8,0,0,11,1,12.2,249,0.01,0.05,0.04,1.11,207,0,0,2.9,8.2,2024-01-14T14:00:00Z,90,2,0,0,0,0,21,0,69576,1,0,0,9.0,3,-17985,1294,19279,55,True,0,21,,,,,,,,
Son,GK,Man City,3.5,0,0,2,0,0.0,352,0.0,0.0,0.0,0.08,209,0,0,0.0,0.0,2024-01-13T17:30:00Z,7,15,0,0,0,0,21,0,1687579,1,3,2,0.0,1,-32994,65293,98287,55,False,0,21,,,,,,,,
Virgil,DEF,Liverpool,5.2,0,0,29,1,0.8,313,0.0,0.0,0.0,1.39,202,0,0,3.6,35.2,2024-01-21T16:30:00Z,90,3,0,0,0,0,21,0,1562122,1,4,0,0.0,6,317292,390256,72964,63,False,0,21,,,,,,,,
Boly,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2024-01-20T17:30:00Z,0,4,0,0,0,0,21,0,41972,0,2,3,0.0,0,-7086,125,7211,45,False,0,21,,,,,,,,
